,age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_GP,school_MS,sex_F,sex_M,address_R,address_U,famsize_GT3,famsize_LE3,Pstatus_A,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
44,16,2,2,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,10,10,9,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
45,15,4,3,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,8,8,8,6,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
46,16,3,3,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,12,11,12,11,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
47,16,4,3,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,4,19,19,20,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
48,15,4,2,1,2,0,0,1,1,0,1,1,0,0,4,3,3,2,2,5,2,15,15,14,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
49,15,4,4,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,7,7,7,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
50,16,2,2,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2,12,13,13,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
51,15,4,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,1,1,5,2,11,13,13,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
52,15,4,2,2,1,1,0,0,0,0,1,1,0,0,5,5,5,3,4,5,6,11,11,10,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
53,15,4,4,1,1,0,1,1,1,0,1,1,1,0,3,3,4,2,3,5,0,8,10,11,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
54,15,3,3,1,1,0,0,0,1,0,1,1,1,0,5,3,4,4,4,1,6,10,13,13,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
55,16,2,1,1,2,0,0,0,1,1,1,1,1,1,5,3,4,1,1,2,8,8,9,10,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
56,15,4,3,1,2,0,0,1,1,1,1,1,1,0,4,3,2,1,1,1,0,14,15,15,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
57,15,4,4,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,4,14,15,15,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
58,15,1,2,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,9,10,9,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
59,16,4,2,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,1,5,2,15,16,16,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
60,16,4,4,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,6,10,11,11,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
61,16,1,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,6,10,8,11,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
62,16,1,2,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,4,8,10,9,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
63,16,4,3,1,3,0,1,1,1,1,1,1,1,0,3,4,4,2,4,4,2,10,9,9,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
64,15,4,3,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,10,10,10,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
65,16,4,3,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,16,15,15,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
66,15,4,4,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,4,13,13,12,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
67,16,3,1,1,4,0,1,1,1,0,1,1,1,0,4,3,3,1,2,5,4,7,7,6,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
68,15,2,2,2,2,0,1,1,1,0,1,1,1,0,4,1,3,1,3,4,2,8,9,8,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
69,15,3,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12,16,16,16,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
70,16,3,1,2,4,0,0,1,1,0,1,1,1,0,4,3,2,1,1,5,0,13,15,15,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
71,15,4,2,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,10,10,10,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
72,15,1,1,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,8,6,5,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
73,16,3,1,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,2,12,12,14,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
74,16,3,3,1,2,0,1,1,1,1,1,1,1,0,4,3,3,2,4,5,54,11,12,11,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
75,15,4,3,1,2,0,0,1,1,1,1,1,1,0,4,3,3,2,3,5,6,9,9,10,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
76,15,4,0,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,8,11,11,10,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
77,16,2,2,1,4,0,0,0,1,0,1,1,1,1,5,2,3,1,3,3,0,11,11,11,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
78,17,2,1,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,2,8,8,10,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
79,16,3,4,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,12,5,5,5,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
80,15,2,3,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,3,3,2,10,12,12,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
81,15,2,3,1,3,0,1,0,1,0,0,1,1,0,5,3,2,1,2,5,4,11,10,11,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
82,15,3,2,1,2,0,0,1,1,0,1,1,1,0,4,4,4,1,1,5,10,7,6,6,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
83,15,2,2,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,4,15,15,15,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
84,15,1,1,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,9,10,10,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
85,15,4,4,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6,7,9,8,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
86,16,2,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4,8,7,6,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
87,15,4,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,14,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
88,16,2,2,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12,11,10,10,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
89,16,4,4,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18,8,6,7,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
90,16,3,3,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0,7,7,8,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
91,15,4,3,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,16,17,18,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
92,16,3,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4,7,6,6,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
93,16,4,2,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0,11,10,10,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
94,15,2,2,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,6,11,13,14,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
95,15,1,1,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,7,10,10,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
96,16,4,3,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,2,11,15,15,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
97,16,2,1,1,2,0,0,1,1,0,1,1,0,1,4,3,5,1,1,5,2,8,9,10,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
98,16,4,4,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,11,14,14,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
99,16,4,3,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0,7,9,8,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
100,16,4,4,1,1,0,1,1,1,1,1,1,1,0,4,5,5,5,5,4,14,7,7,5,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
101,16,4,4,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,17,17,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
102,15,4,4,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4,10,13,14,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
103,15,3,2,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26,7,6,6,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
104,15,3,4,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0,16,18,18,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
105,15,3,3,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,11,11,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
106,15,2,2,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8,7,8,8,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
107,16,3,3,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2,16,18,18,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
108,15,4,4,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6,10,13,13,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
109,16,4,4,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14,15,16,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
110,15,4,4,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6,18,19,19,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
111,16,3,3,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,7,10,10,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
112,16,2,2,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,10,13,13,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
113,15,4,2,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,19,19,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
114,15,2,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,8,9,9,9,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
115,16,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15,15,16,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
116,15,4,4,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2,11,13,14,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
117,16,3,3,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0,13,14,13,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
118,17,1,3,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,20,9,7,8,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
119,15,3,4,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6,14,13,13,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
120,15,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16,15,15,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
121,15,2,2,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6,16,14,15,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
122,16,2,4,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,13,13,13,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
123,16,4,4,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18,14,11,13,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
124,16,2,2,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0,8,7,8,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
125,15,3,4,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0,13,13,12,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
126,15,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7,10,11,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
127,19,0,1,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7,8,9,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
128,18,2,2,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0,7,4,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
